id,Rings
98010,13.0
98011,11.0
98012,15.0
98013,10.0
98014,13.0
98015,10.0
98016,6.0
98017,12.0
98018,9.0
98019,7.0
98020,5.0
98021,10.0
98022,9.0
98023,13.0
98024,8.0
98025,9.0
98026,7.0
98027,10.0
98028,12.0
98029,10.0
98030,11.0
98031,14.0
98032,9.0
98033,15.0
98034,9.0
98035,13.0
98036,12.0
98037,10.0
98038,9.0
98039,11.0
98040,10.0
98041,11.0
98042,15.0
98043,11.0
98044,10.0
98045,10.0
98046,8.0
98047,9.0
98048,10.0
98049,11.0
98050,9.0
98051,11.0
98052,10.0
98053,9.0
98054,7.0
98055,6.0
98056,13.0
98057,13.0
98058,5.0
98059,9.0
98060,7.0
98061,6.0
98062,7.0
98063,6.0
98064,9.0
98065,12.0
98066,9.0
98067,16.0
98068,7.0
98069,12.0
98070,9.0
98071,10.0
98072,9.0
98073,10.0
98074,9.0
98075,12.0
98076,9.0
98077,11.0
98078,7.0
98079,9.0
98080,12.0
98081,7.0
98082,8.0
98083,11.0
98084,10.0
98085,6.0
98086,11.0
98087,12.0
98088,4.0
98089,7.0
98090,13.0
98091,11.0
98092,8.0
98093,15.0
98094,7.0
98095,8.0
98096,13.0
98097,8.0
98098,11.0
98099,7.0
98100,10.0
98101,9.0
98102,11.0
98103,9.0
98104,13.0
98105,9.0
98106,9.0
98107,6.0
98108,8.0
98109,10.0
98110,10.0
98111,15.0
98112,11.0
98113,9.0
98114,11.0
98115,9.0
98116,11.0
98117,12.0
98118,11.0
98119,12.0
98120,11.0
98121,9.0
98122,14.0
98123,8.0
98124,14.0
98125,9.0
98126,11.0
98127,8.0
98128,9.0
98129,12.0
98130,16.0
98131,6.0
98132,10.0
98133,14.0
98134,10.0
98135,10.0
98136,10.0
98137,5.0
98138,8.0
98139,7.0
98140,13.0
98141,10.0
98142,6.0
98143,9.0
98144,10.0
98145,9.0
98146,7.0
98147,8.0
98148,12.0
98149,11.0
98150,10.0
98151,9.0
98152,16.0
98153,11.0
98154,11.0
98155,9.0
98156,10.0
98157,13.0
98158,13.0
98159,9.0
98160,11.0
98161,10.0
98162,8.0
98163,9.0
98164,10.0
98165,14.0
98166,8.0
98167,12.0
98168,19.0
98169,12.0
98170,10.0
98171,11.0
98172,14.0
98173,8.0
98174,12.0
98175,7.0
98176,9.0
98177,10.0
98178,10.0
98179,12.0
98180,10.0
98181,10.0
98182,9.0
98183,13.0
98184,13.0
98185,15.0
98186,10.0
98187,8.0
98188,15.0
98189,15.0
98190,10.0
98191,7.0
98192,9.0
98193,6.0
98194,11.0
98195,5.0
98196,12.0
98197,5.0
98198,8.0
98199,7.0
98200,9.0
98201,10.0
98202,8.0
98203,9.0
98204,8.0
98205,8.0
98206,12.0
98207,10.0
98208,10.0
98209,8.0
98210,7.0
98211,10.0
98212,10.0
98213,9.0
98214,7.0
98215,8.0
98216,10.0
98217,7.0
98218,17.0
98219,6.0
98220,8.0
98221,11.0
98222,9.0
98223,11.0
98224,10.0
98225,10.0
98226,6.0
98227,10.0
98228,10.0
98229,5.0
98230,9.0
98231,8.0
98232,4.0
98233,8.0
98234,13.0
98235,17.0
98236,7.0
98237,8.0
98238,16.0
98239,10.0
98240,12.0
98241,9.0
98242,8.0
98243,11.0
98244,10.0
98245,14.0
98246,18.0
98247,9.0
98248,9.0
98249,7.0
98250,9.0
98251,9.0
98252,10.0
98253,4.0
98254,11.0
98255,11.0
98256,11.0
98257,13.0
98258,14.0
98259,10.0
98260,9.0
98261,10.0
98262,9.0
98263,10.0
98264,10.0
98265,8.0
98266,14.0
98267,10.0
98268,11.0
98269,7.0
98270,8.0
98271,19.0
98272,11.0
98273,12.0
98274,9.0
98275,14.0
98276,10.0
98277,7.0
98278,16.0
98279,7.0
98280,9.0
98281,10.0
98282,7.0
98283,17.0
98284,10.0
98285,9.0
98286,10.0
98287,10.0
98288,9.0
98289,8.0
98290,8.0
98291,14.0
98292,8.0
98293,7.0
98294,10.0
98295,11.0
98296,10.0
98297,17.0
98298,10.0
98299,11.0
98300,14.0
98301,9.0
98302,15.0
98303,9.0
98304,9.0
98305,4.0
98306,10.0
98307,10.0
98308,7.0
98309,15.0
98310,6.0
98311,9.0
98312,5.0
98313,5.0
98314,7.0
98315,10.0
98316,13.0
98317,6.0
98318,10.0
98319,16.0
98320,7.0
98321,6.0
98322,11.0
98323,9.0
98324,10.0
98325,6.0
98326,6.0
98327,14.0
98328,8.0
98329,12.0
98330,11.0
98331,7.0
98332,11.0
98333,10.0
98334,9.0
98335,9.0
98336,10.0
98337,13.0
98338,8.0
98339,15.0
98340,8.0
98341,10.0
98342,13.0
98343,7.0
98344,9.0
98345,8.0
98346,10.0
98347,11.0
98348,9.0
98349,5.0
98350,9.0
98351,7.0
98352,11.0
98353,8.0
98354,8.0
98355,9.0
98356,10.0
98357,10.0
98358,11.0
98359,10.0
98360,10.0
98361,9.0
98362,9.0
98363,10.0
98364,9.0
98365,10.0
98366,12.0
98367,13.0
98368,9.0
98369,13.0
98370,11.0
98371,11.0
98372,12.0
98373,13.0
98374,7.0
98375,8.0
98376,9.0
98377,12.0
98378,11.0
98379,11.0
98380,5.0
98381,11.0
98382,7.0
98383,5.0
98384,10.0
98385,11.0
98386,14.0
98387,10.0
98388,10.0
98389,16.0
98390,6.0
98391,12.0
98392,6.0
98393,9.0
98394,13.0
98395,6.0
98396,8.0
98397,9.0
98398,6.0
98399,6.0
98400,10.0
98401,5.0
98402,7.0
98403,9.0
98404,11.0
98405,10.0
98406,19.0
98407,6.0
98408,8.0
98409,10.0
98410,10.0
98411,8.0
98412,11.0
98413,9.0
98414,14.0
98415,10.0
98416,11.0
98417,14.0
98418,8.0
98419,10.0
98420,12.0
98421,7.0
98422,11.0
98423,8.0
98424,7.0
98425,10.0
98426,11.0
98427,10.0
98428,12.0
98429,11.0
98430,11.0
98431,11.0
98432,6.0
98433,14.0
98434,8.0
98435,11.0
98436,9.0
98437,11.0
98438,10.0
98439,4.0
98440,8.0
98441,8.0
98442,13.0
98443,9.0
98444,11.0
98445,15.0
98446,10.0
98447,10.0
98448,11.0
98449,4.0
98450,11.0
98451,8.0
98452,7.0
98453,11.0
98454,11.0
98455,7.0
98456,9.0
98457,12.0
98458,8.0
98459,13.0
98460,12.0
98461,10.0
98462,9.0
98463,6.0
98464,13.0
98465,6.0
98466,12.0
98467,6.0
98468,9.0
98469,9.0
98470,10.0
98471,8.0
98472,6.0
98473,8.0
98474,5.0
98475,12.0
98476,12.0
98477,11.0
98478,8.0
98479,10.0
98480,10.0
98481,8.0
98482,8.0
98483,10.0
98484,10.0
98485,9.0
98486,12.0
98487,15.0
98488,10.0
98489,10.0
98490,12.0
98491,8.0
98492,11.0
98493,10.0
98494,7.0
98495,12.0
98496,11.0
98497,10.0
98498,10.0
98499,10.0
98500,9.0
98501,7.0
98502,10.0
98503,6.0
98504,15.0
98505,5.0
98506,8.0
98507,13.0
98508,12.0
98509,10.0
98510,10.0
98511,14.0
98512,11.0
98513,7.0
98514,9.0
98515,7.0
98516,8.0
98517,8.0
98518,8.0
98519,9.0
98520,8.0
98521,7.0
98522,9.0
98523,12.0
98524,10.0
98525,12.0
98526,11.0
98527,11.0
98528,9.0
98529,9.0
98530,12.0
98531,10.0
98532,9.0
98533,12.0
98534,10.0
98535,8.0
98536,9.0
98537,6.0
98538,10.0
98539,15.0
98540,10.0
98541,12.0
98542,11.0
98543,12.0
98544,11.0
98545,9.0
98546,11.0
98547,11.0
98548,12.0
98549,9.0
98550,9.0
98551,11.0
98552,8.0
98553,6.0
98554,12.0
98555,10.0
98556,13.0
98557,10.0
98558,12.0
98559,11.0
98560,6.0
98561,11.0
98562,10.0
98563,9.0
98564,10.0
98565,10.0
98566,12.0
98567,9.0
98568,12.0
98569,14.0
98570,10.0
98571,11.0
98572,10.0
98573,3.0
98574,14.0
98575,8.0
98576,10.0
98577,7.0
98578,8.0
98579,9.0
98580,9.0
98581,9.0
98582,10.0
98583,12.0
98584,12.0
98585,7.0
98586,16.0
98587,9.0
98588,10.0
98589,10.0
98590,9.0
98591,15.0
98592,7.0
98593,8.0
98594,4.0
98595,10.0
98596,11.0
98597,4.0
98598,11.0
98599,12.0
98600,9.0
98601,8.0
98602,12.0
98603,9.0
98604,10.0
98605,7.0
98606,10.0
98607,10.0
98608,7.0
98609,9.0
98610,11.0
98611,10.0
98612,10.0
98613,11.0
98614,11.0
98615,9.0
98616,12.0
98617,11.0
98618,11.0
98619,10.0
98620,9.0
98621,10.0
98622,7.0
98623,12.0
98624,11.0
98625,11.0
98626,12.0
98627,14.0
98628,13.0
98629,11.0
98630,10.0
98631,6.0
98632,10.0
98633,11.0
98634,9.0
98635,15.0
98636,12.0
98637,11.0
98638,11.0
98639,9.0
98640,10.0
98641,9.0
98642,10.0
98643,12.0
98644,10.0
98645,9.0
98646,6.0
98647,9.0
98648,10.0
98649,11.0
98650,5.0
98651,15.0
98652,12.0
98653,9.0
98654,10.0
98655,10.0
98656,12.0
98657,7.0
98658,11.0
98659,12.0
98660,13.0
98661,8.0
98662,16.0
98663,9.0
98664,5.0
98665,9.0
98666,8.0
98667,7.0
98668,9.0
98669,7.0
98670,14.0
98671,6.0
98672,13.0
98673,14.0
98674,8.0
98675,13.0
98676,12.0
98677,8.0
98678,9.0
98679,10.0
98680,7.0
98681,11.0
98682,9.0
98683,8.0
98684,9.0
98685,12.0
98686,13.0
98687,11.0
98688,9.0
98689,10.0
98690,10.0
98691,10.0
98692,8.0
98693,10.0
98694,16.0
98695,8.0
98696,9.0
98697,10.0
98698,8.0
98699,9.0
98700,9.0
98701,11.0
98702,9.0
98703,12.0
98704,7.0
98705,10.0
98706,7.0
98707,10.0
98708,10.0
98709,9.0
98710,10.0
98711,9.0
98712,11.0
98713,10.0
98714,11.0
98715,11.0
98716,12.0
98717,10.0
98718,9.0
98719,6.0
98720,9.0
98721,10.0
98722,9.0
98723,12.0
98724,10.0
98725,8.0
98726,7.0
98727,9.0
98728,14.0
98729,10.0
98730,11.0
98731,12.0
98732,9.0
98733,10.0
98734,7.0
98735,8.0
98736,11.0
98737,10.0
98738,9.0
98739,10.0
98740,7.0
98741,10.0
98742,13.0
98743,9.0
98744,8.0
98745,4.0
98746,10.0
98747,13.0
98748,11.0
98749,7.0
98750,12.0
98751,12.0
98752,9.0
98753,9.0
98754,7.0
98755,8.0
98756,14.0
98757,10.0
98758,13.0
98759,9.0
98760,7.0
98761,9.0
98762,4.0
98763,8.0
98764,10.0
98765,9.0
98766,10.0
98767,12.0
98768,7.0
98769,12.0
98770,11.0
98771,10.0
98772,6.0
98773,7.0
98774,11.0
98775,10.0
98776,11.0
98777,9.0
98778,8.0
98779,9.0
98780,10.0
98781,16.0
98782,10.0
98783,11.0
98784,14.0
98785,7.0
98786,13.0
98787,7.0
98788,7.0
98789,9.0
98790,11.0
98791,10.0
98792,10.0
98793,6.0
98794,7.0
98795,9.0
98796,15.0
98797,10.0
98798,11.0
98799,10.0
98800,9.0
98801,6.0
98802,13.0
98803,8.0
98804,9.0
98805,8.0
98806,8.0
98807,8.0
98808,11.0
98809,7.0
98810,11.0
98811,13.0
98812,6.0
98813,10.0
98814,12.0
98815,9.0
98816,13.0
98817,10.0
98818,13.0
98819,10.0
98820,9.0
98821,10.0
98822,10.0
98823,10.0
98824,11.0
98825,10.0
98826,8.0
98827,11.0
98828,13.0
98829,8.0
98830,11.0
98831,10.0
98832,7.0
98833,6.0
98834,12.0
98835,9.0
98836,8.0
98837,10.0
98838,8.0
98839,10.0
98840,9.0
98841,8.0
98842,12.0
98843,8.0
98844,13.0
98845,8.0
98846,9.0
98847,15.0
98848,12.0
98849,10.0
98850,11.0
98851,12.0
98852,10.0
98853,11.0
98854,13.0
98855,10.0
98856,10.0
98857,10.0
98858,13.0
98859,9.0
98860,5.0
98861,10.0
98862,12.0
98863,12.0
98864,14.0
98865,13.0
98866,7.0
98867,10.0
98868,14.0
98869,11.0
98870,13.0
98871,9.0
98872,13.0
98873,9.0
98874,5.0
98875,10.0
98876,9.0
98877,10.0
98878,4.0
98879,8.0
98880,9.0
98881,10.0
98882,9.0
98883,13.0
98884,7.0
98885,7.0
98886,11.0
98887,7.0
98888,10.0
98889,10.0
98890,10.0
98891,10.0
98892,10.0
98893,7.0
98894,9.0
98895,11.0
98896,6.0
98897,9.0
98898,10.0
98899,11.0
98900,9.0
98901,6.0
98902,9.0
98903,16.0
98904,10.0
98905,6.0
98906,11.0
98907,11.0
98908,7.0
98909,13.0
98910,10.0
98911,11.0
98912,8.0
98913,14.0
98914,9.0
98915,8.0
98916,9.0
98917,13.0
98918,12.0
98919,13.0
98920,10.0
98921,9.0
98922,9.0
98923,7.0
98924,6.0
98925,8.0
98926,13.0
98927,11.0
98928,9.0
98929,10.0
98930,8.0
98931,9.0
98932,9.0
98933,11.0
98934,12.0
98935,10.0
98936,10.0
98937,11.0
98938,10.0
98939,12.0
98940,5.0
98941,10.0
98942,11.0
98943,16.0
98944,9.0
98945,9.0
98946,11.0
98947,10.0
98948,13.0
98949,14.0
98950,10.0
98951,15.0
98952,7.0
98953,9.0
98954,9.0
98955,10.0
98956,8.0
98957,5.0
98958,10.0
98959,11.0
98960,14.0
98961,13.0
98962,10.0
98963,9.0
98964,10.0
98965,10.0
98966,10.0
98967,8.0
98968,10.0
98969,7.0
98970,8.0
98971,8.0
98972,10.0
98973,10.0
98974,7.0
98975,4.0
98976,9.0
98977,10.0
98978,8.0
98979,11.0
98980,13.0
98981,6.0
98982,18.0
98983,15.0
98984,11.0
98985,11.0
98986,8.0
98987,6.0
98988,10.0
98989,10.0
98990,9.0
98991,7.0
98992,7.0
98993,14.0
98994,14.0
98995,7.0
98996,5.0
98997,12.0
98998,11.0
98999,11.0
99000,8.0
99001,8.0
99002,8.0
99003,9.0
99004,15.0
99005,8.0
99006,10.0
99007,8.0
99008,9.0
99009,7.0
99010,10.0
99011,8.0
99012,7.0
99013,9.0
99014,8.0
99015,12.0
99016,9.0
99017,12.0
99018,8.0
99019,9.0
99020,9.0
99021,10.0
99022,9.0
99023,7.0
99024,10.0
99025,9.0
99026,11.0
99027,8.0
99028,12.0
99029,8.0
99030,8.0
99031,9.0
99032,13.0
99033,11.0
99034,8.0
99035,7.0
99036,9.0
99037,10.0
99038,6.0
99039,4.0
99040,9.0
99041,6.0
99042,9.0
99043,9.0
99044,13.0
99045,9.0
99046,12.0
99047,7.0
99048,12.0
99049,8.0
99050,11.0
99051,9.0
99052,13.0
99053,8.0
99054,9.0
99055,10.0
99056,10.0
99057,11.0
99058,13.0
99059,10.0
99060,14.0
99061,10.0
99062,7.0
99063,12.0
99064,7.0
99065,11.0
99066,15.0
99067,9.0
99068,12.0
99069,12.0
99070,11.0
99071,7.0
99072,13.0
99073,6.0
99074,7.0
99075,8.0
99076,12.0
99077,11.0
99078,8.0
99079,8.0
99080,10.0
99081,9.0
99082,12.0
99083,8.0
99084,6.0
99085,8.0
99086,12.0
99087,7.0
99088,10.0
99089,10.0
99090,8.0
99091,10.0
99092,10.0
99093,11.0
99094,8.0
99095,7.0
99096,8.0
99097,9.0
99098,9.0
99099,14.0
99100,9.0
99101,12.0
99102,13.0
99103,13.0
99104,4.0
99105,10.0
99106,7.0
99107,15.0
99108,11.0
99109,11.0
99110,10.0
99111,8.0
99112,10.0
99113,14.0
99114,13.0
99115,13.0
99116,9.0
99117,5.0
99118,11.0
99119,12.0
99120,9.0
99121,11.0
99122,8.0
99123,11.0
99124,12.0
99125,11.0
99126,12.0
99127,10.0
99128,10.0
99129,8.0
99130,7.0
99131,5.0
99132,14.0
99133,11.0
99134,11.0
99135,10.0
99136,8.0
99137,11.0
99138,13.0
99139,7.0
99140,11.0
99141,11.0
99142,15.0
99143,9.0
99144,14.0
99145,10.0
99146,9.0
99147,10.0
99148,12.0
99149,8.0
99150,5.0
99151,10.0
99152,10.0
99153,9.0
99154,15.0
99155,15.0
99156,8.0
99157,12.0
99158,11.0
99159,7.0
99160,8.0
99161,14.0
99162,13.0
99163,11.0
99164,10.0
99165,6.0
99166,8.0
99167,10.0
99168,10.0
99169,7.0
99170,15.0
99171,9.0
99172,10.0
99173,12.0
99174,5.0
99175,8.0
99176,7.0
99177,5.0
99178,13.0
99179,10.0
99180,10.0
99181,5.0
99182,9.0
99183,11.0
99184,5.0
99185,11.0
99186,11.0
99187,13.0
99188,10.0
99189,5.0
99190,7.0
99191,11.0
99192,6.0
99193,9.0
99194,9.0
99195,7.0
99196,6.0
99197,12.0
99198,9.0
99199,9.0
99200,14.0
99201,10.0
99202,10.0
99203,10.0
99204,10.0
99205,12.0
99206,11.0
99207,10.0
99208,14.0
99209,15.0
99210,10.0
99211,15.0
99212,11.0
99213,4.0
99214,7.0
99215,13.0
99216,9.0
99217,8.0
99218,6.0
99219,11.0
99220,4.0
99221,12.0
99222,12.0
99223,9.0
99224,9.0
99225,10.0
99226,10.0
99227,7.0
99228,8.0
99229,9.0
99230,11.0
99231,9.0
99232,14.0
99233,8.0
99234,8.0
99235,13.0
99236,10.0
99237,10.0
99238,10.0
99239,11.0
99240,10.0
99241,9.0
99242,10.0
99243,8.0
99244,10.0
99245,9.0
99246,10.0
99247,7.0
99248,11.0
99249,9.0
99250,10.0
99251,12.0
99252,14.0
99253,15.0
99254,10.0
99255,9.0
99256,6.0
99257,5.0
99258,15.0
99259,5.0
99260,8.0
99261,9.0
99262,10.0
99263,10.0
99264,10.0
99265,12.0
99266,14.0
99267,5.0
99268,5.0
99269,9.0
99270,9.0
99271,6.0
99272,4.0
99273,5.0
99274,9.0
99275,13.0
99276,9.0
99277,10.0
99278,12.0
99279,9.0
99280,12.0
99281,9.0
99282,9.0
99283,10.0
99284,9.0
99285,6.0
99286,10.0
99287,10.0
99288,12.0
99289,12.0
99290,10.0
99291,11.0
99292,11.0
99293,11.0
99294,10.0
99295,9.0
99296,11.0
99297,8.0
99298,8.0
99299,11.0
99300,8.0
99301,7.0
99302,10.0
99303,10.0
99304,16.0
99305,10.0
99306,8.0
99307,10.0
99308,8.0
99309,14.0
99310,8.0
99311,9.0
99312,11.0
99313,9.0
99314,10.0
99315,7.0
99316,8.0
99317,7.0
99318,12.0
99319,11.0
99320,10.0
99321,10.0
99322,6.0
99323,10.0
99324,10.0
99325,9.0
99326,11.0
99327,11.0
99328,11.0
99329,9.0
99330,10.0
99331,9.0
99332,6.0
99333,7.0
99334,8.0
99335,14.0
99336,10.0
99337,17.0
99338,9.0
99339,10.0
99340,10.0
99341,16.0
99342,10.0
99343,11.0
99344,10.0
99345,15.0
99346,12.0
99347,10.0
99348,11.0
99349,8.0
99350,11.0
99351,11.0
99352,8.0
99353,6.0
99354,11.0
99355,9.0
99356,12.0
99357,9.0
99358,7.0
99359,10.0
99360,12.0
99361,10.0
99362,8.0
99363,7.0
99364,10.0
99365,9.0
99366,8.0
99367,9.0
99368,11.0
99369,9.0
99370,11.0
99371,10.0
99372,9.0
99373,6.0
99374,12.0
99375,8.0
99376,8.0
99377,6.0
99378,6.0
99379,12.0
99380,10.0
99381,9.0
99382,8.0
99383,10.0
99384,11.0
99385,7.0
99386,10.0
99387,6.0
99388,13.0
99389,8.0
99390,9.0
99391,10.0
99392,7.0
99393,12.0
99394,9.0
99395,7.0
99396,13.0
99397,10.0
99398,7.0
99399,10.0
99400,10.0
99401,6.0
99402,9.0
99403,11.0
99404,7.0
99405,12.0
99406,8.0
99407,10.0
99408,10.0
99409,12.0
99410,9.0
99411,8.0
99412,8.0
99413,11.0
99414,18.0
99415,8.0
99416,9.0
99417,15.0
99418,8.0
99419,9.0
99420,7.0
99421,11.0
99422,10.0
99423,11.0
99424,10.0
99425,7.0
99426,16.0
99427,13.0
99428,12.0
99429,7.0
99430,7.0
99431,9.0
99432,9.0
99433,9.0
99434,13.0
99435,11.0
99436,13.0
99437,9.0
99438,13.0
99439,10.0
99440,9.0
99441,9.0
99442,12.0
99443,10.0
99444,11.0
99445,11.0
99446,11.0
99447,8.0
99448,10.0
99449,11.0
99450,8.0
99451,8.0
99452,13.0
99453,10.0
99454,12.0
99455,12.0
99456,8.0
99457,10.0
99458,12.0
99459,7.0
99460,14.0
99461,7.0
99462,18.0
99463,10.0
99464,10.0
99465,10.0
99466,10.0
99467,10.0
99468,10.0
99469,9.0
99470,13.0
99471,12.0
99472,10.0
99473,13.0
99474,12.0
99475,10.0
99476,12.0
99477,11.0
99478,10.0
99479,14.0
99480,12.0
99481,6.0
99482,13.0
99483,13.0
99484,11.0
99485,10.0
99486,10.0
99487,11.0
99488,8.0
99489,9.0
99490,13.0
99491,9.0
99492,9.0
99493,8.0
99494,6.0
99495,5.0
99496,5.0
99497,8.0
99498,11.0
99499,10.0
99500,15.0
99501,7.0
99502,10.0
99503,12.0
99504,10.0
99505,13.0
99506,9.0
99507,10.0
99508,9.0
99509,12.0
99510,10.0
99511,8.0
99512,11.0
99513,8.0
99514,12.0
99515,11.0
99516,10.0
99517,8.0
99518,5.0
99519,13.0
99520,9.0
99521,10.0
99522,8.0
99523,12.0
99524,14.0
99525,10.0
99526,16.0
99527,9.0
99528,9.0
99529,6.0
99530,10.0
99531,15.0
99532,10.0
99533,5.0
99534,9.0
99535,7.0
99536,10.0
99537,11.0
99538,9.0
99539,16.0
99540,9.0
99541,7.0
99542,11.0
99543,9.0
99544,9.0
99545,10.0
99546,10.0
99547,9.0
99548,11.0
99549,14.0
99550,12.0
99551,13.0
99552,5.0
99553,9.0
99554,8.0
99555,9.0
99556,9.0
99557,9.0
99558,10.0
99559,9.0
99560,4.0
99561,10.0
99562,6.0
99563,12.0
99564,7.0
99565,6.0
99566,10.0
99567,11.0
99568,8.0
99569,8.0
99570,13.0
99571,9.0
99572,11.0
99573,15.0
99574,10.0
99575,10.0
99576,12.0
99577,5.0
99578,12.0
99579,9.0
99580,11.0
99581,8.0
99582,10.0
99583,6.0
99584,9.0
99585,8.0
99586,9.0
99587,13.0
99588,10.0
99589,8.0
99590,10.0
99591,4.0
99592,6.0
99593,14.0
99594,10.0
99595,8.0
99596,12.0
99597,7.0
99598,10.0
99599,11.0
99600,7.0
99601,7.0
99602,10.0
99603,11.0
99604,10.0
99605,11.0
99606,12.0
99607,8.0
99608,8.0
99609,10.0
99610,13.0
99611,14.0
99612,11.0
99613,8.0
99614,9.0
99615,12.0
99616,12.0
99617,10.0
99618,7.0
99619,10.0
99620,6.0
99621,19.0
99622,17.0
99623,10.0
99624,10.0
99625,6.0
99626,7.0
99627,9.0
99628,11.0
99629,11.0
99630,9.0
99631,8.0
99632,13.0
99633,8.0
99634,7.0
99635,12.0
99636,8.0
99637,8.0
99638,11.0
99639,10.0
99640,10.0
99641,7.0
99642,10.0
99643,12.0
99644,10.0
99645,6.0
99646,7.0
99647,7.0
99648,11.0
99649,11.0
99650,17.0
99651,8.0
99652,11.0
99653,20.0
99654,12.0
99655,10.0
99656,12.0
99657,14.0
99658,8.0
99659,16.0
99660,11.0
99661,14.0
99662,13.0
99663,5.0
99664,7.0
99665,9.0
99666,12.0
99667,10.0
99668,5.0
99669,13.0
99670,13.0
99671,8.0
99672,12.0
99673,7.0
99674,14.0
99675,10.0
99676,8.0
99677,10.0
99678,11.0
99679,9.0
99680,9.0
99681,10.0
99682,13.0
99683,8.0
99684,9.0
99685,9.0
99686,13.0
99687,8.0
99688,8.0
99689,10.0
99690,12.0
99691,10.0
99692,9.0
99693,12.0
99694,10.0
99695,6.0
99696,9.0
99697,10.0
99698,11.0
99699,10.0
99700,11.0
99701,8.0
99702,17.0
99703,10.0
99704,6.0
99705,5.0
99706,10.0
99707,10.0
99708,11.0
99709,12.0
99710,11.0
99711,9.0
99712,9.0
99713,4.0
99714,7.0
99715,14.0
99716,10.0
99717,7.0
99718,9.0
99719,12.0
99720,10.0
99721,10.0
99722,8.0
99723,17.0
99724,14.0
99725,8.0
99726,12.0
99727,11.0
99728,7.0
99729,9.0
99730,7.0
99731,8.0
99732,7.0
99733,13.0
99734,6.0
99735,12.0
99736,4.0
99737,10.0
99738,9.0
99739,11.0
99740,13.0
99741,11.0
99742,7.0
99743,13.0
99744,12.0
99745,7.0
99746,10.0
99747,9.0
99748,8.0
99749,9.0
99750,11.0
99751,9.0
99752,10.0
99753,8.0
99754,10.0
99755,8.0
99756,7.0
99757,14.0
99758,6.0
99759,10.0
99760,13.0
99761,10.0
99762,8.0
99763,10.0
99764,14.0
99765,7.0
99766,4.0
99767,5.0
99768,7.0
99769,8.0
99770,15.0
99771,11.0
99772,8.0
99773,9.0
99774,10.0
99775,16.0
99776,9.0
99777,9.0
99778,13.0
99779,11.0
99780,11.0
99781,8.0
99782,10.0
99783,8.0
99784,14.0
99785,12.0
99786,14.0
99787,8.0
99788,6.0
99789,9.0
99790,13.0
99791,9.0
99792,10.0
99793,11.0
99794,7.0
99795,11.0
99796,9.0
99797,13.0
99798,11.0
99799,8.0
99800,10.0
99801,9.0
99802,12.0
99803,9.0
99804,10.0
99805,11.0
99806,9.0
99807,10.0
99808,10.0
99809,8.0
99810,7.0
99811,10.0
99812,16.0
99813,12.0
99814,8.0
99815,10.0
99816,11.0
99817,8.0
99818,9.0
99819,12.0
99820,10.0
99821,11.0
99822,15.0
99823,10.0
99824,9.0
99825,11.0
99826,7.0
99827,8.0
99828,9.0
99829,7.0
99830,7.0
99831,10.0
99832,10.0
99833,9.0
99834,13.0
99835,8.0
99836,9.0
99837,8.0
99838,10.0
99839,10.0
99840,10.0
99841,10.0
99842,13.0
99843,10.0
99844,8.0
99845,7.0
99846,11.0
99847,12.0
99848,9.0
99849,14.0
99850,5.0
99851,12.0
99852,14.0
99853,9.0
99854,9.0
99855,9.0
99856,8.0
99857,11.0
99858,9.0
99859,11.0
99860,8.0
99861,10.0
99862,10.0
99863,5.0
99864,11.0
99865,9.0
99866,9.0
99867,8.0
99868,6.0
99869,9.0
99870,8.0
99871,9.0
99872,18.0
99873,15.0
99874,9.0
99875,11.0
99876,11.0
99877,9.0
99878,5.0
99879,11.0
99880,8.0
99881,7.0
99882,9.0
99883,6.0
99884,13.0
99885,12.0
99886,7.0
99887,11.0
99888,16.0
99889,11.0
99890,18.0
99891,12.0
99892,8.0
99893,6.0
99894,7.0
99895,13.0
99896,5.0
99897,10.0
99898,5.0
99899,6.0
99900,10.0
99901,15.0
99902,11.0
99903,7.0
99904,9.0
99905,11.0
99906,12.0
99907,6.0
99908,7.0
99909,11.0
99910,12.0
99911,7.0
99912,10.0
99913,10.0
99914,7.0
99915,9.0
99916,10.0
99917,12.0
99918,11.0
99919,5.0
99920,8.0
99921,11.0
99922,12.0
99923,11.0
99924,9.0
99925,8.0
99926,10.0
99927,7.0
99928,4.0
99929,6.0
99930,7.0
99931,13.0
99932,5.0
99933,8.0
99934,9.0
99935,11.0
99936,12.0
99937,12.0
99938,12.0
99939,12.0
99940,12.0
99941,11.0
99942,13.0
99943,13.0
99944,10.0
99945,10.0
99946,11.0
99947,10.0
99948,11.0
99949,9.0
99950,8.0
99951,10.0
99952,9.0
99953,7.0
99954,11.0
99955,5.0
99956,6.0
99957,13.0
99958,6.0
99959,9.0
99960,10.0
99961,11.0
99962,8.0
99963,10.0
99964,3.0
99965,10.0
99966,12.0
99967,11.0
99968,5.0
99969,9.0
99970,11.0
99971,7.0
99972,11.0
99973,11.0
99974,9.0
99975,12.0
99976,8.0
99977,12.0
99978,9.0
99979,10.0
99980,13.0
99981,11.0
99982,10.0
99983,9.0
99984,8.0
99985,10.0
99986,11.0
99987,8.0
99988,9.0
99989,10.0
99990,8.0
99991,7.0
99992,10.0
99993,10.0
99994,14.0
99995,8.0
99996,9.0
99997,4.0
99998,12.0
99999,10.0
100000,11.0
100001,11.0
100002,4.0
100003,16.0
100004,13.0
100005,9.0
100006,12.0
100007,13.0
100008,11.0
